Model,Displ,Cyl,Trans,Drive,Fuel,Cert Region,Stnd,Stnd Description,Underhood ID,Veh Class,Air Pollution Score,City MPG,Hwy MPG,Cmb MPG,Greenhouse Gas Score,SmartWay,Comb CO2
MERCEDES-BENZ GLA 250,2,4,AutoMan-8,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SMBXJ02.0HY3,special purpose,6,26,34,29,6,No,306
MERCEDES-BENZ GLA250 4Matic,2,4,AutoMan-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SMBXJ02.0HY3,small SUV,6,25,33,28,6,No,315
MERCEDES-BENZ GLA250 4Matic,2,4,AutoMan-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SMBXJ02.0HY3,small SUV,6,25,33,28,6,No,315
MERCEDES-BENZ GLB 250,2,4,AutoMan-8,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SMBXJ02.0HY3,special purpose,6,25,33,28,6,No,311
MERCEDES-BENZ GLB 250,2,4,AutoMan-8,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SMBXJ02.0HY3,special purpose,6,25,33,28,6,No,311
MERCEDES-BENZ GLB 250 4Matic,2,4,AutoMan-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SMBXJ02.0HY3,small SUV,6,24,33,27,5,No,324
MERCEDES-BENZ GLB 250 4Matic,2,4,AutoMan-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SMBXJ02.0HY3,small SUV,6,24,33,27,5,No,324
MERCEDES-BENZ GLC 300 4Matic,2,4,Auto-9,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SMBXJ02.0HY1,small SUV,6,23,31,26,5,No,338
MERCEDES-BENZ GLC 300 4Matic,2,4,Auto-9,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SMBXJ02.0HY1,small SUV,6,23,31,26,5,No,338
MERCEDES-BENZ GLC 350e 4Matic EQ Hybrid,2,4,Auto-9,4WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,SMBXT02.0HY2,small SUV,6,23/60,28/70,25/64,9,Yes,84
MERCEDES-BENZ GLC 350e 4Matic EQ Hybrid,2,4,Auto-9,4WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,SMBXT02.0HY2,small SUV,6,23/60,28/70,25/64,9,Yes,84
MERCEDES-BENZ GLE 450e 4MATIC,2,4,Auto-9,4WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,SMBXT02.0HY2,standard SUV,6,21/57,26/63,23/60,9,Yes,99
MERCEDES-BENZ GLE 450e 4MATIC,2,4,Auto-9,4WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,SMBXT02.0HY2,standard SUV,6,21/57,26/63,23/60,9,Yes,99
MERCEDES-BENZ GLE 580 4Matic,4,8,Auto-9,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,SMBXT04.0HY1,standard SUV,4,15,20,17,3,No,527
MERCEDES-BENZ GLE 580 4Matic,4,8,Auto-9,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,SMBXT04.0HY1,standard SUV,4,15,20,17,3,No,527
MERCEDES-BENZ GLE350 4Matic,2,4,Auto-9,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SMBXT02.0HY1,small SUV,6,19,26,22,5,No,410
MERCEDES-BENZ GLE350 4Matic,2,4,Auto-9,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SMBXT02.0HY1,small SUV,6,19,26,22,5,No,410
MERCEDES-BENZ GLE450 4Matic,3,6,Auto-9,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SMBXJ03.0HY1,standard SUV,6,19,25,21,4,No,424
MERCEDES-BENZ GLE450 4Matic,3,6,Auto-9,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SMBXJ03.0HY1,standard SUV,6,19,25,21,4,No,424
MERCEDES-BENZ GLS450 4Matic,3,6,Auto-9,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SMBXJ03.0HY1,standard SUV,6,19,24,21,4,No,428
MERCEDES-BENZ GLS450 4Matic,3,6,Auto-9,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SMBXJ03.0HY1,standard SUV,6,19,24,21,4,No,428
MERCEDES-BENZ GLS580 4Matic,4,8,Auto-9,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,SMBXT04.0HY1,standard SUV,4,14,19,16,3,No,548
MERCEDES-BENZ GLS580 4Matic,4,8,Auto-9,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,SMBXT04.0HY1,standard SUV,4,14,19,16,3,No,548
MERCEDES-BENZ GLS600 4Matic Maybach,4,8,Auto-9,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,SMBXT04.0HY1,standard SUV,4,13,18,15,2,No,588
MERCEDES-BENZ GLS600 4Matic Maybach,4,8,Auto-9,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,SMBXT04.0HY1,standard SUV,4,13,18,15,2,No,588
MERCEDES-BENZ S500 4Matic,3,6,Auto-9,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SMBXV03.0HY3,large car,6,21,31,24,5,No,364
MERCEDES-BENZ S500 4Matic,3,6,Auto-9,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SMBXV03.0HY3,large car,6,21,31,24,5,No,364
MINI Cooper Hardtop,2,4,AMS-7,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SBMXJ02.0F6X,small car,6,28,39,32,6,No,274
MINI Cooper Hardtop,2,4,AMS-7,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SBMXJ02.0F6X,small car,6,28,39,32,6,No,274
MINI Cooper S Hardtop,2,4,AMS-7,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SBMXJ02.0F6X,small car,6,28,39,32,6,No,273
MINI Cooper S Hardtop,2,4,AMS-7,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SBMXJ02.0F6X,small car,6,28,39,32,6,No,275
MINI Cooper S Hardtop,2,4,AMS-7,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SBMXJ02.0F6X,small car,6,28,39,32,6,No,273
MINI Cooper S Hardtop,2,4,AMS-7,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SBMXJ02.0F6X,small car,6,28,39,32,6,No,275
MINI Countryman S All4,2,4,AMS-7,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SBMXJ02.0F6X,small SUV,6,24,32,27,5,No,323
MINI Countryman S All4,2,4,AMS-7,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SBMXJ02.0F6X,small SUV,6,24,32,27,5,No,323
"MINI Countryman SE All4 (18"" Wheels)",N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SBMXV00.0U2X,small SUV,10,99,94,96,10,Elite,0
"MINI Countryman SE All4 (18"" Wheels)",N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SBMXV00.0U2X,small SUV,10,99,94,96,10,Elite,0
"MINI Countryman SE All4 (19"" Wheels)",N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SBMXV00.0U2X,small SUV,10,94,88,91,10,Elite,0
"MINI Countryman SE All4 (19"" Wheels)",N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SBMXV00.0U2X,small SUV,10,94,88,91,10,Elite,0
MINI JCW Countryman All4,2,4,AMS-7,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,SBMXT02.0U1X,small SUV,5,23,30,26,5,No,341
MINI JCW Countryman All4,2,4,AMS-7,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,SBMXT02.0U1X,small SUV,5,23,30,26,5,No,341
MITSUBISHI Outlander PHEV,2.4,4,Auto-1,4WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,SMTXT02.4H3M,standard SUV,6,25/67,27/61,26/64,9,Yes,115
MITSUBISHI Outlander PHEV,2.4,4,Auto-1,4WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,SMTXT02.4H3M,standard SUV,6,25/67,27/61,26/64,9,Yes,115
NISSAN Altima,2.5,4,CVT,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SNSXV02.5RPC,midsize car,6,27,39,32,6,No,285
NISSAN Altima,2.5,4,CVT,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SNSXV02.5RPC,midsize car,6,27,39,32,6,No,285
NISSAN Altima,2.5,4,CVT,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SNSXV02.5RPC,midsize car,6,25,34,28,6,No,317
NISSAN Altima,2.5,4,CVT,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SNSXV02.5RPC,midsize car,6,25,34,28,6,No,317
NISSAN Altima SL/SR,2.5,4,CVT,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SNSXV02.5RPC,midsize car,6,27,37,31,6,No,287
NISSAN Altima SL/SR,2.5,4,CVT,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SNSXV02.5RPC,midsize car,6,27,37,31,6,No,287
NISSAN Kicks,2,4,CVT,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SNSXT02.0RMD,small SUV,6,28,35,31,6,No,287
NISSAN Kicks,2,4,CVT,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SNSXT02.0RMD,small SUV,6,28,35,31,6,No,287
NISSAN Kicks,2,4,CVT,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SNSXT02.0RMD,small SUV,6,27,34,30,6,No,299
NISSAN Kicks,2,4,CVT,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SNSXT02.0RMD,small SUV,6,27,34,30,6,No,299
NISSAN Leaf,N/A,N/A,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SNSXV0000TL2,midsize car,10,123,99,111,10,Elite,0
NISSAN Leaf,N/A,N/A,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,SNSXV0000TL2,midsize car,10,123,99,111,10,Elite,0
NISSAN Leaf,N/A,N/A,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SNSXV0000TS4,midsize car,10,121,98,109,10,Elite,0
NISSAN Leaf,N/A,N/A,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,SNSXV0000TS4,midsize car,10,121,98,109,10,Elite,0
POLESTAR 2 Dual Motor (19 Inch Wheels),N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SVVXV00.0Z0A,midsize car,10,105,95,101,10,Elite,0
POLESTAR 2 Dual Motor (19 Inch Wheels),N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SVVXV00.0Z0A,midsize car,10,105,95,101,10,Elite,0
POLESTAR 2 Dual Motor (20 Inch Wheels),N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SVVXV00.0Z0A,midsize car,10,101,92,97,10,Elite,0
POLESTAR 2 Dual Motor (20 Inch Wheels),N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SVVXV00.0Z0A,midsize car,10,101,92,97,10,Elite,0
POLESTAR 2 Dual Motor Performance Pack,N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SVVXV00.0Z0A,midsize car,10,95,87,91,10,Elite,0
POLESTAR 2 Dual Motor Performance Pack,N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SVVXV00.0Z0A,midsize car,10,95,87,91,10,Elite,0
POLESTAR 2 Single Motor (19 Inch Wheels),N/A,N/A,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SVVXV00.0Z0B,midsize car,10,123,104,114,10,Elite,0
POLESTAR 2 Single Motor (19 Inch Wheels),N/A,N/A,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,SVVXV00.0Z0B,midsize car,10,123,104,114,10,Elite,0
POLESTAR 2 Single Motor (20 Inch Wheels),N/A,N/A,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SVVXV00.0Z0B,midsize car,10,117,101,109,10,Elite,0
POLESTAR 2 Single Motor (20 Inch Wheels),N/A,N/A,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,SVVXV00.0Z0B,midsize car,10,117,101,109,10,Elite,0
"POLESTAR 3 Long Range Dual Motor (20"" Wheels)",N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SVVXT00.0Z0E,standard SUV,10,91,82,87,10,Elite,0
"POLESTAR 3 Long Range Dual Motor (20"" Wheels)",N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SVVXT00.0Z0E,standard SUV,10,91,82,87,10,Elite,0
"POLESTAR 3 Long Range Dual Motor (21"" Wheels)",N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SVVXT00.0Z0E,standard SUV,10,92,84,88,10,Elite,0
"POLESTAR 3 Long Range Dual Motor (21"" Wheels)",N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SVVXT00.0Z0E,standard SUV,10,92,84,88,10,Elite,0
"POLESTAR 3 Long Range Dual Motor (22"" Wheels)",N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SVVXT00.0Z0E,standard SUV,10,84,76,80,10,Elite,0
"POLESTAR 3 Long Range Dual Motor (22"" Wheels)",N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SVVXT00.0Z0E,standard SUV,10,84,76,80,10,Elite,0
POLESTAR 3 Long Range Dual Motor Performance Pack,N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SVVXT00.0Z0E,standard SUV,10,81,73,77,10,Elite,0
POLESTAR 3 Long Range Dual Motor Performance Pack,N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SVVXT00.0Z0E,standard SUV,10,81,73,77,10,Elite,0
POLESTAR 4 Long Range Dual Motor,N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SVVXV00.0Z0I,standard SUV,10,86,80,83,10,Elite,0
POLESTAR 4 Long Range Dual Motor,N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SVVXV00.0Z0I,standard SUV,10,86,80,83,10,Elite,0
POLESTAR 4 Long Range Single Motor,N/A,N/A,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SVVXV00.0Z0J,standard SUV,10,93,87,90,10,Elite,0
POLESTAR 4 Long Range Single Motor,N/A,N/A,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,SVVXV00.0Z0J,standard SUV,10,93,87,90,10,Elite,0
PORSCHE Panamera,2.9,6,AMS-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,SPRXV02.9PV6,large car,4,18,25,21,4,No,431
PORSCHE Panamera,2.9,6,AMS-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,SPRXV02.9PV6,large car,4,18,25,21,4,No,431
PORSCHE Panamera 4,2.9,6,AMS-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,SPRXV02.9PV6,large car,4,18,25,21,4,No,425
PORSCHE Panamera 4,2.9,6,AMS-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,SPRXV02.9PV6,large car,4,18,25,21,4,No,425
PORSCHE Taycan 4S Perf Battery Plus 19in,N/A,N/A,Auto-2,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SPRXV00.0ETT,small car,10,94,92,93,10,Elite,0
PORSCHE Taycan 4S Perf Battery Plus 19in,N/A,N/A,Auto-2,4WD,Electricity,CA,ZEV,California ZEV,SPRXV00.0ETT,small car,10,94,92,93,10,Elite,0
PORSCHE Taycan Perf Battery Plus,N/A,N/A,Auto-2,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SPRXV00.0ETS,small car,10,94,90,92,10,Elite,0
PORSCHE Taycan Perf Battery Plus,N/A,N/A,Auto-2,2WD,Electricity,CA,ZEV,California ZEV,SPRXV00.0ETS,small car,10,94,90,92,10,Elite,0
PORSCHE Taycan Performance Battery,N/A,N/A,Auto-2,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SPRXV00.0ETS,small car,10,94,88,91,10,Elite,0
PORSCHE Taycan Performance Battery,N/A,N/A,Auto-2,2WD,Electricity,CA,ZEV,California ZEV,SPRXV00.0ETS,small car,10,94,88,91,10,Elite,0
RAM 1500,3,6,Auto-8,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SCRXT03.05P4,pickup,6,18,25,21,4,No,433
RAM 1500,3,6,Auto-8,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SCRXT03.05P4,pickup,6,18,25,21,4,No,433
RAM 1500,3,6,Auto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SCRXT03.05P4,pickup,6,17,24,19,4,No,458
RAM 1500,3,6,Auto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SCRXT03.05P4,pickup,6,17,24,19,4,No,458
RAM 1500,3.6,6,Auto-8,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SCRXT03.65PN,pickup,6,20,25,22,5,No,407
RAM 1500,3.6,6,Auto-8,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SCRXT03.65PN,pickup,6,20,25,22,5,No,407
RAM 1500,3.6,6,Auto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SCRXT03.65PN,pickup,6,19,24,21,4,No,417
RAM 1500,3.6,6,Auto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SCRXT03.65PN,pickup,6,19,24,21,4,No,417
RAM 1500 HFE,3.6,6,Auto-8,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SCRXT03.65PN,pickup,6,20,26,23,5,No,394
RAM 1500 HFE,3.6,6,Auto-8,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SCRXT03.65PN,pickup,6,20,26,23,5,No,394
RAM 1500 HO,3,6,Auto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SCRXT03.05P2,pickup,6,15,21,17,3,No,521
RAM 1500 HO,3,6,Auto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SCRXT03.05P2,pickup,6,15,21,17,3,No,521
RAM 1500 RHO,3,6,Auto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SCRXT03.05P3,pickup,6,14,16,15,2,No,602
RAM 1500 RHO,3,6,Auto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SCRXT03.05P3,pickup,6,14,16,15,2,No,602
RIMAC Nevera,N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SBGRV00.0CJP,small car,10,52,54,53,10,Elite,0
RIMAC Nevera,N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SBGRV00.0CJP,small car,10,52,54,53,10,Elite,0
RIVIAN R1S All-Terrain Dual Large Plus (20in),N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SRIVT00.0SEP,standard SUV,10,76,67,72,10,Elite,0
RIVIAN R1S All-Terrain Dual Large Plus (20in),N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SRIVT00.0SEP,standard SUV,10,76,67,72,10,Elite,0
RIVIAN R1S All-Terrain Dual Max (20in),N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SRIVT00.0SEP,standard SUV,10,82,73,78,10,Elite,0
RIVIAN R1S All-Terrain Dual Max (20in),N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SRIVT00.0SEP,standard SUV,10,82,73,78,10,Elite,0
RIVIAN R1S All-Terrain Performance Dual Large Plus (20in),N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SRIVT00.0SEP,standard SUV,10,76,67,72,10,Elite,0
RIVIAN R1S All-Terrain Performance Dual Large Plus (20in),N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SRIVT00.0SEP,standard SUV,10,76,67,72,10,Elite,0
RIVIAN R1S All-Terrain Performance Dual Max (20in),N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SRIVT00.0SEP,standard SUV,10,82,73,78,10,Elite,0
RIVIAN R1S All-Terrain Performance Dual Max (20in),N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SRIVT00.0SEP,standard SUV,10,82,73,78,10,Elite,0
RIVIAN R1S Dual Large Plus (22in),N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SRIVT00.0SEP,standard SUV,10,89,75,82,10,Elite,0
RIVIAN R1S Dual Large Plus (22in),N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SRIVT00.0SEP,standard SUV,10,89,75,82,10,Elite,0
RIVIAN R1S Dual Max (20in),N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SRIVT00.0SEP,standard SUV,10,86,74,80,10,Elite,0
RIVIAN R1S Dual Max (20in),N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SRIVT00.0SEP,standard SUV,10,86,74,80,10,Elite,0
RIVIAN R1S Dual Max (22in),N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SRIVT00.0SEP,standard SUV,10,91,77,84,10,Elite,0
RIVIAN R1S Dual Max (22in),N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SRIVT00.0SEP,standard SUV,10,91,77,84,10,Elite,0
RIVIAN R1S Dual Standard (20in),N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SRIVT00.01L2,standard SUV,10,85,72,79,10,Elite,0
RIVIAN R1S Dual Standard (20in),N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SRIVT00.01L2,standard SUV,10,85,72,79,10,Elite,0
RIVIAN R1S Dual Standard (22in),N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SRIVT00.01L2,standard SUV,10,92,77,85,10,Elite,0
RIVIAN R1S Dual Standard (22in),N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SRIVT00.01L2,standard SUV,10,92,77,85,10,Elite,0
RIVIAN R1S Performance Dual Large Plus (22in),N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SRIVT00.0SEP,standard SUV,10,89,75,82,10,Elite,0
RIVIAN R1S Performance Dual Large Plus (22in),N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SRIVT00.0SEP,standard SUV,10,89,75,82,10,Elite,0
RIVIAN R1S Performance Dual Max (20in),N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SRIVT00.0SEP,standard SUV,10,86,74,80,10,Elite,0
RIVIAN R1S Performance Dual Max (20in),N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SRIVT00.0SEP,standard SUV,10,86,74,80,10,Elite,0
RIVIAN R1S Performance Dual Max (22in),N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SRIVT00.0SEP,standard SUV,10,91,77,84,10,Elite,0
RIVIAN R1S Performance Dual Max (22in),N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SRIVT00.0SEP,standard SUV,10,91,77,84,10,Elite,0
RIVIAN R1T All-Terrain Dual Large Plus (20in),N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SRIVT00.0SEP,pickup,10,76,67,72,10,Elite,0
RIVIAN R1T All-Terrain Dual Large Plus (20in),N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SRIVT00.0SEP,pickup,10,76,67,72,10,Elite,0
RIVIAN R1T All-Terrain Dual Max (20in),N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SRIVT00.0SEP,pickup,10,82,73,78,10,Elite,0
RIVIAN R1T All-Terrain Dual Max (20in),N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SRIVT00.0SEP,pickup,10,82,73,78,10,Elite,0
RIVIAN R1T All-Terrain Performance Dual Large Plus (20in),N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SRIVT00.0SEP,pickup,10,76,67,72,10,Elite,0
RIVIAN R1T All-Terrain Performance Dual Large Plus (20in),N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SRIVT00.0SEP,pickup,10,76,67,72,10,Elite,0
RIVIAN R1T All-Terrain Performance Dual Max (20in),N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SRIVT00.0SEP,pickup,10,82,73,78,10,Elite,0
RIVIAN R1T All-Terrain Performance Dual Max (20in),N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SRIVT00.0SEP,pickup,10,82,73,78,10,Elite,0
RIVIAN R1T Dual Large Plus (22in),N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SRIVT00.0SEP,pickup,10,89,75,82,10,Elite,0
RIVIAN R1T Dual Large Plus (22in),N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SRIVT00.0SEP,pickup,10,89,75,82,10,Elite,0
RIVIAN R1T Dual Max (20in),N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SRIVT00.0SEP,pickup,10,86,74,80,10,Elite,0
RIVIAN R1T Dual Max (20in),N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SRIVT00.0SEP,pickup,10,86,74,80,10,Elite,0
RIVIAN R1T Dual Max (22in),N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SRIVT00.0SEP,pickup,10,93,80,87,10,Elite,0
RIVIAN R1T Dual Max (22in),N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SRIVT00.0SEP,pickup,10,93,80,87,10,Elite,0
RIVIAN R1T Dual Standard (20in),N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SRIVT00.01L2,pickup,10,85,72,79,10,Elite,0
RIVIAN R1T Dual Standard (20in),N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SRIVT00.01L2,pickup,10,85,72,79,10,Elite,0
RIVIAN R1T Dual Standard (22in),N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SRIVT00.01L2,pickup,10,92,77,85,10,Elite,0
RIVIAN R1T Dual Standard (22in),N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SRIVT00.01L2,pickup,10,92,77,85,10,Elite,0
